Age,Gender,Location,Monthly_Bill,Total_Usage_GB,Churn,year,month
33,Female,Chicago,33.63,108,0,1,2
36,Male,Los Angeles,45.06,167,1,0,8
62,Female,Miami,63.67,360,0,1,9
61,Female,Miami,89.98,300,0,1,7
57,Female,Los Angeles,76.56,425,1,1,8
34,Female,Los Angeles,94.82,305,1,1,3
42,Male,Chicago,77.16,302,0,1,3
44,Female,Miami,89.57,420,1,1,6
51,Female,Miami,99.2,144,0,1,5
41,Female,Miami,57.66,51,0,2,0
64,Male,New York,83.11,72,1,1,2
37,Female,Los Angeles,82.98,216,0,1,7
24,Female,New York,84.8,372,0,0,7
25,Female,Los Angeles,41.94,313,0,1,1
47,Male,Houston,65.83,325,1,0,7
57,Male,New York,77.38,54,0,1,1
28,Female,Chicago,50.52,449,1,0,10
24,Female,Miami,79.69,118,1,1,8
67,Female,Chicago,56.41,380,0,0,8
64,Female,New York,79.28,176,0,0,8
22,Male,Houston,89.62,432,0,0,8
18,Male,Miami,95.01,156,1,2,0
55,Male,Los Angeles,35.24,152,0,1,0
27,Female,Houston,69.8,224,1,0,10
18,Female,Chicago,50.39,393,1,1,6
18,Female,Houston,48.57,373,1,0,5
19,Female,Houston,99.49,105,1,0,3
53,Female,Houston,91.52,404,0,0,9
51,Male,Houston,96.36,258,0,0,6
42,Female,Houston,49.59,497,0,0,2
29,Female,Houston,68.93,331,1,1,6
27,Female,Houston,43.9,297,0,1,7
42,Female,Los Angeles,35.76,200,0,2,0
32,Female,Chicago,36.51,56,1,1,9
43,Male,Miami,32.92,440,1,1,5
22,Male,Miami,89.6,396,1,0,9
29,Male,Los Angeles,82.06,208,0,0,5
55,Male,Miami,66.9,276,1,1,1
63,Male,Miami,70.06,237,1,0,11
37,Male,Chicago,40.8,73,0,1,7
47,Female,Miami,43.32,114,1,2,0
44,Male,Chicago,95.77,270,0,1,7
23,Male,Miami,85.12,411,1,1,10
27,Male,New York,89.71,254,1,0,2
58,Female,Houston,78.98,366,1,0,2
46,Female,New York,76.21,87,1,1,10
57,Male,New York,55.31,291,1,1,3
56,Female,Chicago,38.18,281,0,1,10
59,Male,Los Angeles,57.76,429,0,0,9
51,Male,Houston,94.16,373,1,0,8
21,Female,Houston,87.15,191,1,1,5
61,Female,New York,69.86,233,0,2,0
20,Female,Los Angeles,87.65,130,1,1,1
30,Female,Los Angeles,47.96,226,1,0,2
31,Male,Houston,36.44,193,1,1,3
38,Male,Miami,58.34,302,1,0,2
52,Male,Los Angeles,82.82,221,0,0,7
57,Female,Houston,77.23,263,1,1,6
65,Female,Houston,99.2,237,0,1,3
57,Male,New York,43.7,289,1,0,7
34,Male,New York,90.27,253,0,1,1
35,Male,Los Angeles,66.93,347,1,0,7
45,Male,Houston,60.08,90,0,1,5
64,Female,Houston,47.62,305,0,1,10
50,Female,Los Angeles,52.32,213,1,1,1
24,Male,Los Angeles,63.17,263,1,1,10
22,Female,Los Angeles,55.72,500,0,1,8
25,Female,Houston,68.76,170,1,0,10
46,Male,Houston,72.74,421,0,0,7
34,Female,Miami,31.58,498,0,0,9
60,Male,Miami,67.49,476,1,1,10
46,Female,Houston,32.05,174,0,1,1
37,Female,Chicago,77.25,353,0,1,11
22,Male,Los Angeles,92.09,230,0,0,3
29,Male,Los Angeles,48.01,220,0,1,8
46,Female,Miami,66.61,440,1,1,5
60,Female,New York,66.04,456,0,1,10
42,Male,Chicago,61.39,112,1,0,10
41,Male,Los Angeles,74.35,63,0,1,11
67,Female,Chicago,40.86,182,1,2,0
43,Female,New York,75.93,84,1,0,6
47,Female,Miami,54.4,496,1,0,7
36,Female,Chicago,57.28,354,0,0,6
54,Female,New York,53.33,395,1,0,3
49,Male,Miami,84.66,359,0,0,7
52,Male,Miami,52.71,384,1,1,8
33,Female,Los Angeles,93.45,494,1,1,1
42,Male,Houston,30.06,178,1,1,5
59,Male,Houston,74.71,352,0,0,8
19,Male,Miami,94.59,430,0,1,10
38,Female,New York,41.97,95,1,0,3
54,Female,Miami,66.19,487,0,1,0
46,Male,New York,79.08,291,0,0,4
60,Male,Houston,30.82,240,1,1,9
31,Female,Houston,51.91,229,1,1,0
19,Female,New York,98.02,377,0,0,5
59,Female,Los Angeles,93.0,52,0,0,4
42,Male,New York,34.37,408,0,1,6
59,Female,Houston,92.86,129,0,1,7
56,Male,Houston,30.02,268,1,1,6
24,Female,Chicago,40.0,194,0,1,1
68,Male,New York,88.24,322,0,0,4
33,Female,Miami,65.99,286,1,0,4
57,Female,Houston,54.42,308,1,1,6
61,Male,Houston,87.6,454,1,0,3
34,Male,Chicago,57.05,237,0,1,5
51,Female,Chicago,79.55,417,1,0,7
42,Male,New York,35.49,239,0,0,8
61,Female,Los Angeles,41.75,322,1,1,11
60,Female,Chicago,83.97,173,1,0,4
20,Male,Houston,84.79,488,0,1,1
47,Male,Houston,48.3,353,1,0,8
21,Male,Los Angeles,46.01,158,1,0,6
32,Male,Houston,70.11,389,1,2,0
59,Male,Los Angeles,48.46,463,1,1,6
49,Male,Houston,30.54,328,0,0,1
49,Male,Houston,68.36,436,0,1,9
48,Female,Los Angeles,66.49,127,1,1,1
48,Female,New York,97.9,69,1,1,9
35,Male,Houston,87.63,413,1,0,1
53,Female,Houston,69.48,59,0,1,2
65,Male,Chicago,48.83,62,1,0,2
36,Female,Miami,57.97,387,1,0,10
46,Female,Houston,94.17,283,0,1,1
56,Male,Houston,74.28,69,0,1,6
59,Male,Houston,42.05,92,1,0,9
49,Female,Chicago,42.27,448,1,1,3
26,Female,Miami,95.95,467,1,1,11
54,Female,Chicago,91.8,294,1,0,11
32,Male,New York,51.26,106,1,2,0
51,Male,Los Angeles,86.87,165,0,1,5
44,Male,Houston,96.98,440,0,0,9
28,Male,Los Angeles,42.75,152,1,1,11
30,Female,New York,87.93,397,1,2,0
40,Male,New York,86.05,90,1,0,3
60,Male,Miami,51.7,312,1,1,6
42,Male,Chicago,81.56,338,1,1,10
39,Female,Chicago,63.87,69,0,1,5
69,Female,Chicago,42.81,431,0,1,1
51,Male,Los Angeles,97.01,276,1,0,9
41,Female,Houston,68.39,90,0,1,0
46,Female,Houston,95.35,140,0,0,3
29,Male,New York,42.73,196,0,1,9
45,Male,Los Angeles,82.58,474,0,1,8
57,Male,Houston,46.23,322,1,1,2
40,Female,Miami,58.05,117,1,1,9
31,Female,Miami,59.18,60,0,2,0
24,Male,Houston,97.96,94,0,1,5
19,Male,New York,35.67,362,1,1,11
38,Female,New York,85.12,205,0,0,8
27,Male,Chicago,56.6,103,0,0,2
26,Female,Miami,57.39,416,1,1,7
57,Female,Los Angeles,42.32,448,1,1,5
33,Female,Miami,77.21,485,1,1,5
42,Male,Miami,43.44,117,0,0,5
54,Female,Miami,31.57,483,0,0,1
43,Female,Houston,94.05,415,0,0,5
33,Male,New York,59.3,459,0,0,5
41,Male,New York,75.94,384,1,0,6
18,Male,Los Angeles,53.47,284,1,1,4
48,Male,Chicago,39.08,477,1,1,3
42,Male,Los Angeles,38.08,466,0,1,4
38,Female,New York,77.48,444,1,1,6
50,Female,Miami,99.24,153,0,2,0
66,Female,Los Angeles,64.18,449,0,0,9
62,Male,New York,78.53,214,0,0,7
70,Male,New York,63.88,449,0,0,8
46,Male,Miami,98.96,271,1,1,6
68,Male,Houston,80.01,484,0,1,8
26,Male,Miami,67.91,252,0,0,5
56,Male,New York,66.92,132,1,0,11
48,Male,Chicago,67.86,198,1,0,3
18,Male,Chicago,57.98,413,1,1,8
38,Female,Los Angeles,95.25,491,0,0,11
54,Female,New York,85.46,250,1,0,9
32,Male,Los Angeles,92.35,436,1,1,5
26,Male,Chicago,38.66,114,0,1,8
35,Male,Houston,72.45,99,0,0,2
26,Male,Miami,37.95,294,0,1,7
45,Female,Chicago,63.43,178,1,1,6
64,Male,Houston,34.06,500,0,1,1
33,Female,Miami,39.96,95,0,1,2
58,Female,Miami,55.86,483,1,0,9
61,Female,Chicago,64.11,477,1,0,6
40,Female,Los Angeles,63.65,451,1,0,1
32,Male,Los Angeles,45.17,137,0,1,4
23,Female,Houston,41.89,118,0,0,9
54,Male,Miami,79.6,69,1,1,4
32,Female,Miami,51.5,90,0,0,3
61,Male,Los Angeles,94.08,436,0,1,4
43,Male,Los Angeles,68.93,118,0,1,7
57,Male,Los Angeles,95.96,294,1,1,7
43,Male,Chicago,59.57,171,1,1,7
21,Female,Houston,93.53,204,1,1,4
58,Male,New York,39.11,69,0,0,2
34,Male,Los Angeles,47.62,412,1,1,6
33,Female,Houston,33.02,387,1,0,3
27,Male,Los Angeles,67.21,164,0,0,4
45,Male,New York,91.29,78,0,0,7
33,Female,Houston,82.72,146,1,0,4
25,Female,New York,81.78,172,1,0,8
21,Female,Los Angeles,68.46,388,0,0,5
18,Female,Houston,80.3,360,0,2,0
30,Male,Chicago,98.63,50,1,0,2
55,Male,Chicago,73.67,499,0,1,2
40,Male,Los Angeles,64.61,321,1,1,10
55,Female,Miami,32.85,198,0,0,8
40,Male,New York,37.63,493,0,2,0
47,Male,New York,48.17,131,0,1,6
29,Male,New York,53.01,203,1,1,7
38,Male,Chicago,51.11,462,1,0,8
33,Male,Los Angeles,78.1,161,0,1,9
39,Male,New York,40.9,313,1,0,3
28,Male,Los Angeles,68.52,426,1,0,11
29,Female,Miami,45.12,322,0,1,10
37,Male,New York,92.04,166,1,1,1
33,Male,Houston,92.58,346,1,0,5
41,Male,Chicago,53.72,410,0,0,9
55,Male,Chicago,89.19,315,1,1,0
47,Female,Miami,94.34,447,1,0,1
58,Male,Houston,82.43,82,0,0,3
48,Female,New York,30.86,357,0,0,4
64,Male,Chicago,84.01,221,0,1,0
48,Female,New York,78.93,300,0,0,1
50,Male,New York,55.45,320,0,1,10
55,Male,Chicago,93.41,498,1,0,6
54,Female,Houston,84.45,289,0,0,2
21,Male,Chicago,72.47,280,0,0,3
63,Female,Chicago,97.14,220,0,0,9
40,Female,Chicago,74.54,234,1,0,2
64,Female,Houston,34.5,211,1,1,2
60,Female,Miami,38.78,154,0,1,3
41,Male,Houston,38.36,395,1,0,8
52,Male,Miami,51.47,361,1,0,11
19,Female,New York,85.31,408,0,0,11
38,Female,Miami,61.25,268,1,1,3
23,Male,Chicago,83.64,473,0,1,6
18,Male,New York,49.9,164,1,1,9
45,Male,Houston,33.43,317,0,1,11
68,Female,Miami,34.58,149,1,0,6
32,Male,Chicago,86.29,141,1,2,0
61,Female,New York,68.55,459,0,1,1
41,Female,Houston,35.36,214,0,1,0
45,Female,Houston,89.83,290,0,0,4
64,Female,New York,77.68,229,1,1,3
24,Male,Houston,48.24,213,1,1,7
65,Male,Houston,65.6,400,0,0,10
55,Female,Los Angeles,41.9,351,0,1,5
36,Female,New York,79.09,141,1,1,3
20,Male,Los Angeles,67.28,321,1,1,1
23,Female,New York,77.64,53,1,0,1
50,Male,Los Angeles,62.89,208,1,1,6
45,Male,Los Angeles,30.95,454,0,1,7
38,Female,Chicago,52.24,254,1,0,5
60,Female,Miami,38.79,152,1,1,2
42,Male,Miami,86.72,77,0,0,7
63,Female,Houston,57.84,299,0,2,0
22,Male,Miami,93.68,405,0,1,4
60,Female,Houston,77.0,425,1,0,10
65,Female,Chicago,66.11,163,0,0,7
66,Female,Chicago,31.17,73,1,1,11
61,Female,New York,72.37,408,0,0,3
46,Male,New York,63.05,131,1,1,11
62,Male,New York,63.69,267,1,0,1
49,Male,Los Angeles,79.52,342,1,1,6
48,Female,New York,81.62,288,0,0,3
18,Male,Los Angeles,37.71,203,0,0,4
53,Female,Miami,56.82,77,0,0,9
49,Female,Los Angeles,96.31,387,1,1,11
48,Male,Los Angeles,85.03,270,1,1,4
34,Male,New York,77.84,397,1,1,5
32,Male,Houston,67.32,110,0,1,5
45,Female,Miami,41.05,342,1,1,2
27,Male,New York,53.66,272,1,0,1
64,Female,Houston,41.93,88,0,2,0
47,Male,Los Angeles,72.24,305,0,0,7
39,Male,Houston,42.92,374,1,1,6
19,Female,Chicago,55.41,274,0,1,0
51,Female,New York,78.4,464,0,0,1
18,Female,Chicago,86.49,90,0,1,5
22,Female,Los Angeles,89.57,170,0,1,10
61,Female,Houston,81.1,193,1,1,2
59,Male,Chicago,86.45,114,0,1,1
54,Female,Los Angeles,49.26,313,1,0,7
68,Male,New York,39.02,343,0,1,7
61,Male,Houston,76.65,255,0,1,11
34,Female,Miami,55.63,233,0,1,8
46,Male,Miami,40.68,458,0,0,1
55,Female,Los Angeles,58.52,494,1,0,6
20,Male,Houston,74.14,59,1,1,7
70,Female,Chicago,67.63,278,0,0,3
68,Female,Miami,68.46,386,1,1,11
68,Female,New York,54.56,393,0,1,10
26,Male,Miami,61.92,323,1,2,0
44,Female,Los Angeles,71.31,443,0,0,5
56,Female,Chicago,64.36,268,0,1,7
26,Male,Los Angeles,56.47,133,0,1,10
48,Male,Los Angeles,88.7,325,0,1,4
28,Female,Houston,98.54,389,0,1,4
53,Male,Houston,45.84,315,0,0,9
65,Female,New York,51.64,330,0,1,3
57,Female,Miami,71.78,216,0,1,9
27,Male,Chicago,31.56,482,1,1,0
54,Male,New York,90.25,130,1,1,2
29,Female,Los Angeles,90.02,384,1,1,11
33,Male,Miami,97.4,374,1,1,5
69,Male,Miami,76.65,419,1,1,5
30,Male,Chicago,68.54,367,0,0,8
48,Female,New York,54.75,447,1,1,1
57,Female,Miami,49.5,147,1,0,9
48,Female,Miami,33.99,87,1,0,6
32,Female,Chicago,36.53,423,1,1,9
47,Female,Miami,84.86,449,1,0,7
39,Female,Los Angeles,91.91,81,0,0,5
43,Female,New York,76.99,209,0,0,3
21,Female,Houston,43.84,468,1,0,6
40,Female,Houston,55.18,313,1,1,3
52,Female,Chicago,32.26,274,1,0,10
62,Male,Houston,48.16,277,1,1,0
59,Female,Miami,42.92,310,1,0,10
69,Female,Chicago,72.62,222,1,0,4
65,Male,Houston,31.76,53,1,1,5
62,Female,New York,93.31,392,0,1,0
43,Female,Chicago,38.11,410,1,1,6
67,Female,Chicago,39.02,114,0,1,0
67,Female,Houston,63.85,324,1,0,1
41,Male,Houston,78.99,349,0,1,2
49,Female,Houston,62.49,347,1,1,11
61,Female,New York,48.86,90,1,1,8
35,Female,Houston,56.76,296,1,1,4
18,Female,Houston,69.58,50,0,1,11
53,Female,New York,47.71,314,1,1,3
61,Female,New York,39.55,107,0,1,7
26,Female,Chicago,45.61,259,0,0,6
69,Male,New York,32.49,77,0,0,8
35,Male,Miami,66.47,361,1,0,11
34,Male,Miami,65.01,312,1,0,3
18,Female,Los Angeles,90.63,280,0,0,1
57,Male,Los Angeles,86.62,80,0,1,11
22,Female,Los Angeles,54.02,451,0,0,10
33,Female,Chicago,66.38,474,1,0,8
67,Male,Houston,86.39,154,0,0,9
19,Male,Houston,40.14,148,0,1,0
19,Female,Houston,63.18,197,0,1,9
18,Male,Miami,52.22,250,0,0,2
26,Male,Los Angeles,49.82,52,1,1,4
22,Female,Chicago,58.16,107,0,0,2
53,Male,Miami,53.11,387,1,1,0
68,Female,Miami,84.18,228,0,1,10
59,Female,Los Angeles,35.9,81,0,0,4
46,Male,Chicago,98.67,214,1,0,11
21,Female,Miami,93.85,168,0,0,2
48,Female,Houston,75.35,380,0,1,7
50,Male,Houston,56.34,86,1,1,11
27,Male,Miami,44.0,357,1,0,5
36,Male,Chicago,78.07,484,1,0,2
49,Male,Los Angeles,37.66,342,1,0,3
55,Female,Los Angeles,79.43,240,0,1,2
38,Male,Chicago,93.77,246,1,0,11
38,Male,New York,58.33,219,1,1,8
21,Male,Los Angeles,94.07,389,0,1,11
51,Female,Los Angeles,58.74,79,0,1,5
28,Male,Houston,35.13,476,0,1,0
46,Male,Miami,70.33,487,1,1,5
30,Male,Chicago,94.56,98,1,1,5
36,Female,Chicago,44.55,90,1,1,9
32,Female,Los Angeles,59.65,64,0,0,11
61,Male,Chicago,78.05,425,1,0,10
57,Male,Miami,51.55,121,0,1,4
70,Female,Chicago,40.9,138,0,1,1
30,Male,Houston,82.69,326,1,1,0
70,Male,Chicago,31.11,376,1,1,1
67,Female,Chicago,64.76,357,0,1,2
43,Female,New York,59.26,226,0,0,7
35,Female,Los Angeles,65.84,274,1,0,6
56,Female,New York,74.66,142,1,1,2
51,Male,New York,59.32,261,0,1,2
51,Female,Houston,70.21,468,1,0,5
34,Male,Chicago,86.6,403,1,1,8
66,Male,Houston,80.6,382,0,0,2
29,Male,Chicago,65.79,221,1,1,1
27,Female,New York,38.45,301,1,0,4
40,Female,Chicago,80.9,266,1,0,7
55,Male,Chicago,89.62,325,0,0,9
44,Female,Miami,98.37,466,0,0,10
51,Male,Chicago,55.85,306,0,1,11
68,Male,Chicago,62.92,480,0,0,1
61,Female,Los Angeles,67.03,412,0,0,7
31,Female,Los Angeles,53.51,338,1,1,6
47,Female,New York,44.96,243,0,0,8
24,Male,Houston,31.14,304,1,1,8
66,Female,Houston,32.16,299,0,1,8
39,Male,New York,54.33,154,1,1,8
49,Male,New York,58.4,318,1,1,8
22,Female,New York,56.17,310,0,1,4
34,Male,Miami,99.16,59,1,1,10
58,Male,Chicago,43.22,238,0,1,6
19,Female,Houston,62.27,459,0,0,9
64,Female,Los Angeles,51.13,363,1,0,11
44,Male,Chicago,73.69,347,1,1,10
23,Male,Los Angeles,67.01,206,0,0,11
56,Male,Los Angeles,60.86,344,0,0,1
40,Female,Houston,72.8,97,1,0,5
70,Male,Los Angeles,58.42,197,1,1,3
31,Male,New York,53.1,379,0,1,3
67,Female,Los Angeles,40.19,397,1,2,0
61,Female,Los Angeles,63.96,323,0,1,7
33,Female,Chicago,30.17,181,1,0,8
21,Female,Los Angeles,85.93,296,0,0,11
24,Female,Chicago,49.32,345,1,1,4
40,Female,New York,44.58,99,0,0,3
67,Female,Miami,67.31,381,0,0,8
30,Male,Houston,62.9,451,0,0,6
45,Male,Miami,43.27,218,0,1,2
64,Male,Los Angeles,42.26,55,0,1,2
59,Male,Houston,58.74,250,0,0,9
47,Male,New York,72.19,83,0,0,11
50,Female,Chicago,82.6,245,1,0,9
31,Female,Houston,46.15,303,1,0,10
70,Male,Chicago,36.67,258,1,1,9
27,Male,New York,34.68,413,1,0,7
35,Female,Miami,49.38,272,1,2,0
56,Male,Los Angeles,47.51,375,1,1,3
21,Female,New York,92.13,329,0,0,9
23,Female,Houston,50.76,251,0,1,6
57,Female,Los Angeles,32.23,277,1,0,2
65,Male,Miami,86.7,139,1,1,3
69,Male,Miami,84.07,468,1,1,6
44,Male,Houston,79.67,189,0,1,0
56,Male,Houston,97.78,267,1,0,6
50,Female,New York,66.91,65,0,1,2
60,Male,Miami,68.47,324,0,1,3
26,Female,New York,54.68,155,1,0,9
23,Male,Chicago,32.17,322,0,1,8
32,Female,Los Angeles,71.07,314,1,0,5
58,Female,Chicago,88.98,175,1,2,0
34,Male,Chicago,52.98,242,1,0,4
68,Female,New York,82.86,137,0,1,5
21,Male,Miami,82.26,124,0,1,6
70,Female,Los Angeles,40.85,292,0,1,8
44,Male,Chicago,73.47,189,0,1,2
34,Male,Chicago,62.4,93,0,1,2
46,Female,Chicago,46.11,399,1,0,7
48,Female,New York,34.03,272,0,0,4
57,Male,Chicago,35.1,490,0,1,1
44,Male,New York,83.84,352,0,0,3
33,Male,Los Angeles,38.4,340,1,0,8
64,Female,Chicago,93.39,73,1,1,1
28,Female,New York,35.29,105,1,1,6
40,Male,Los Angeles,74.35,483,0,1,1
57,Female,Los Angeles,88.67,372,1,0,2
18,Male,Miami,46.82,292,0,0,9
29,Male,Miami,60.37,316,0,0,7
60,Female,Miami,72.52,191,1,0,10
36,Female,Houston,30.81,188,1,1,1
53,Male,Houston,83.28,107,0,1,3
39,Male,Los Angeles,89.1,151,1,1,6
44,Male,Miami,56.06,187,0,0,10
22,Female,Houston,76.4,465,0,1,7
24,Female,Chicago,51.18,493,0,1,0
58,Male,Los Angeles,47.9,144,1,0,4
47,Female,New York,90.34,319,1,1,11
18,Male,Los Angeles,86.35,437,1,0,4
38,Female,Miami,77.56,324,1,1,11
62,Female,Chicago,90.98,470,0,1,0
21,Male,Miami,36.09,438,1,0,8
28,Male,Miami,77.86,299,1,0,5
20,Female,Chicago,88.1,421,0,1,8
58,Female,Los Angeles,44.24,364,1,1,3
40,Female,Los Angeles,35.42,423,0,1,5
47,Male,New York,79.49,92,1,2,0
36,Male,Chicago,41.46,221,0,0,6
70,Female,Chicago,47.9,220,0,0,8
40,Female,Houston,67.52,493,0,1,8
43,Male,Houston,86.13,115,1,1,7
26,Male,Houston,45.28,480,1,2,0
52,Male,Chicago,66.84,242,0,0,4
25,Female,Miami,51.56,184,1,1,11
64,Male,New York,33.33,258,0,2,0
20,Female,New York,89.35,65,0,0,5
67,Male,Houston,72.45,150,1,0,11
43,Female,Miami,76.46,195,1,1,11
23,Male,Chicago,76.54,121,1,1,8
50,Male,Houston,86.38,55,1,0,6
25,Female,Houston,89.31,417,1,0,9
51,Male,Miami,34.16,480,1,0,7
60,Female,Los Angeles,62.35,146,0,0,6
26,Female,Los Angeles,55.34,107,0,0,3
36,Female,Houston,45.99,100,0,0,10
18,Male,Miami,91.94,375,1,0,1
70,Female,Houston,85.58,150,1,1,3
51,Female,Chicago,73.13,246,1,1,3
23,Male,New York,41.1,382,1,0,7
45,Female,Houston,67.53,386,0,1,9
31,Female,Chicago,77.93,339,0,0,7
19,Female,Chicago,57.61,322,0,1,11
25,Female,Los Angeles,35.89,311,1,0,4
19,Male,Chicago,76.61,176,1,0,8
56,Male,Los Angeles,90.27,287,1,0,5
61,Female,Houston,37.43,488,1,1,11
25,Female,Chicago,62.64,92,1,0,10
21,Male,Houston,83.49,475,1,0,9
41,Male,Los Angeles,55.19,183,1,0,2
19,Male,Houston,59.54,396,0,0,5
56,Female,Los Angeles,41.73,295,0,0,6
35,Female,New York,74.04,384,1,1,3
27,Female,Miami,92.31,162,0,1,9
53,Male,Chicago,97.34,138,1,0,10
50,Female,Miami,46.72,80,1,2,0
55,Male,Houston,82.33,442,1,0,11
25,Female,Chicago,30.5,391,1,0,3
40,Female,Houston,82.36,72,1,0,10
56,Female,Houston,92.64,75,0,0,6
24,Male,Los Angeles,48.15,451,0,0,2
31,Female,Los Angeles,54.25,83,0,0,6
62,Female,Houston,45.33,297,1,0,4
52,Male,Houston,66.58,150,1,1,9
68,Female,Miami,99.17,444,0,1,5
27,Male,Houston,42.9,280,1,0,3
23,Female,Miami,43.26,412,1,1,1
28,Female,Houston,61.7,62,1,1,0
42,Female,New York,30.59,102,1,1,0
57,Male,Houston,94.26,273,1,0,5
32,Male,Houston,67.12,160,0,1,1
39,Male,Houston,57.87,80,1,0,2
25,Male,Chicago,62.32,233,1,0,9
53,Female,Chicago,39.65,296,1,1,8
57,Female,Miami,51.05,123,0,1,4
62,Male,Houston,91.12,273,0,1,8
63,Male,Los Angeles,40.91,248,0,1,3
26,Male,New York,65.67,280,0,1,0
57,Female,New York,59.95,173,0,1,3
22,Male,New York,83.58,334,1,0,5
56,Male,Chicago,47.31,377,1,1,1
50,Male,Miami,94.79,469,0,0,5
68,Male,Los Angeles,82.43,112,1,0,4
30,Female,Chicago,41.82,365,1,0,10
59,Female,Houston,53.11,298,0,1,7
41,Male,Miami,95.2,251,1,1,1
19,Male,Los Angeles,68.17,366,0,1,8
65,Female,New York,35.41,57,0,0,1
67,Female,Houston,61.12,359,1,0,6
26,Male,Los Angeles,59.28,436,1,1,4
32,Female,Chicago,55.35,189,1,0,10
38,Female,New York,42.4,162,0,2,0
41,Male,New York,40.88,178,0,2,0
66,Female,Los Angeles,53.59,410,0,0,2
35,Male,Miami,74.87,326,0,0,7
63,Male,Chicago,35.5,361,1,2,0
21,Male,Miami,70.42,225,0,0,5
65,Female,Houston,35.06,221,1,1,6
22,Male,Los Angeles,50.79,175,1,0,3
28,Female,Houston,63.16,236,0,0,4
22,Male,Chicago,31.34,60,0,0,10
28,Female,Chicago,78.46,496,1,0,4
51,Male,New York,85.1,323,0,1,5
47,Male,Houston,94.73,437,1,1,4
64,Male,Houston,71.56,296,0,0,6
26,Female,Houston,50.6,396,0,1,0
62,Male,New York,63.95,211,1,0,3
50,Male,Chicago,61.3,231,0,1,0
47,Male,Miami,93.42,445,1,1,0
47,Male,Los Angeles,94.18,280,1,0,1
52,Male,Chicago,61.76,316,1,1,5
42,Male,New York,72.31,108,1,0,6
22,Male,Houston,32.71,421,1,1,3
55,Female,Chicago,72.04,498,0,0,2
35,Male,Houston,87.14,116,0,0,2
69,Female,New York,98.89,316,0,1,3
44,Male,Miami,44.68,87,0,0,10
50,Female,Chicago,67.91,492,1,1,4
30,Female,New York,70.68,75,1,1,10
19,Female,Los Angeles,38.12,367,0,0,2
54,Female,Miami,37.07,135,1,0,4
31,Female,Chicago,33.49,56,1,1,6
35,Female,Houston,50.67,321,0,1,0
57,Male,New York,45.31,151,1,1,2
31,Male,Houston,67.03,417,0,1,7
26,Male,Houston,98.81,382,1,0,5
22,Female,New York,59.21,311,0,1,2
42,Female,Los Angeles,63.56,220,1,2,0
29,Male,New York,53.34,442,1,0,1
41,Male,Miami,53.8,459,0,0,3
18,Male,Los Angeles,39.59,224,0,0,7
47,Male,Chicago,54.83,429,0,1,9
55,Female,Los Angeles,78.27,100,1,0,1
68,Male,Chicago,99.28,286,1,1,5
42,Female,New York,84.05,387,0,0,11
56,Male,Los Angeles,85.03,65,0,0,6
25,Male,Houston,57.39,327,0,2,0
59,Female,Los Angeles,55.5,420,0,1,6
56,Female,Los Angeles,70.01,217,1,0,11
57,Female,Chicago,73.66,487,1,1,2
29,Male,Los Angeles,81.42,477,0,1,4
34,Female,Los Angeles,32.92,259,1,1,9
48,Female,Los Angeles,33.33,136,1,1,9
67,Female,New York,89.86,173,1,1,1
60,Male,Chicago,68.28,104,0,0,10
32,Female,Houston,89.28,292,1,0,2
50,Female,New York,35.26,208,1,0,4
26,Female,Houston,33.3,380,0,1,1
63,Female,New York,50.62,226,0,0,9
34,Female,Los Angeles,96.98,332,0,0,9
27,Male,Miami,94.48,134,1,0,8
66,Male,Houston,74.91,175,0,0,11
39,Male,New York,63.84,452,1,0,4
37,Male,Houston,64.61,263,1,1,8
22,Male,New York,53.99,243,0,1,5
49,Female,Houston,97.16,333,1,0,10
70,Female,Chicago,82.38,452,0,1,7
67,Female,Chicago,45.54,63,1,0,6
36,Female,Los Angeles,93.08,465,0,1,11
51,Male,Los Angeles,42.82,374,1,0,4
35,Male,Miami,62.24,429,0,0,11
52,Female,Chicago,30.88,249,0,2,0
41,Male,Los Angeles,95.15,500,0,0,7
37,Female,Miami,55.59,163,0,1,11
20,Female,Chicago,69.23,292,1,1,3
31,Male,Los Angeles,56.22,476,1,1,7
54,Female,Los Angeles,35.48,105,1,0,2
70,Male,Los Angeles,35.6,351,0,1,2
53,Male,Miami,54.11,464,0,0,10
22,Female,Los Angeles,95.73,192,0,0,9
54,Female,Houston,36.08,347,1,0,2
29,Female,Miami,50.81,197,0,0,5
54,Male,Miami,95.91,157,0,1,9
44,Male,Miami,39.45,411,0,0,4
28,Male,Houston,98.98,103,0,1,8
59,Male,Chicago,54.41,236,1,0,8
69,Male,Chicago,79.17,314,0,2,0
62,Male,Chicago,39.71,376,0,1,8
29,Female,Houston,75.82,484,1,1,7
57,Male,Miami,31.31,455,1,0,8
38,Male,Houston,32.71,437,1,0,11
55,Female,Houston,42.0,210,0,0,1
64,Male,New York,74.62,419,0,1,9
58,Male,Chicago,42.6,457,0,0,3
27,Male,Miami,53.92,337,1,1,4
70,Female,New York,70.38,156,1,0,4
41,Male,New York,80.66,314,1,1,2
45,Female,Houston,87.38,354,0,0,5
40,Female,Miami,46.18,288,1,0,1
38,Male,Chicago,81.2,86,0,2,0
21,Male,Houston,98.48,222,0,0,7
53,Female,Houston,94.18,304,1,0,9
